DATA INICIAL,DATA FINAL,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
5/7/17,5/13/17,GNV,288,R$/m3,"2,303","0,255","1,799","3,050","0,635","0,111","1,668","0,216","1,240","2,314","0,129"
5/14/17,5/20/17,ETANOL HIDRATADO,5082,R$/l,"2,593","0,425","1,959","4,157","0,374","0,164","2,219","0,349","1,810","3,836","0,157"
5/14/17,5/20/17,ÓLEO DIESEL,3473,R$/l,"3,020","0,198","2,550","4,220","0,401","0,066","2,619","0,134","2,250","3,230","0,051"
5/14/17,5/20/17,ÓLEO DIESEL S10,4230,R$/l,"3,156","0,200","2,590","4,260","0,431","0,063","2,725","0,147","2,290","3,666","0,054"
5/14/17,5/20/17,GASOLINA COMUM,5661,R$/l,"3,621","0,248","2,960","4,799","0,449","0,068","3,172","0,192","2,590","3,798","0,061"
5/14/17,5/20/17,GLP,5513,R$/13Kg,"57,160","7,796","38,000","105,000","16,791","0,136","40,369","6,748","23,769","79,200","0,167"
5/14/17,5/20/17,GNV,282,R$/m3,"2,311","0,267","1,799","3,099","0,637","0,116","1,674","0,219","1,240","2,314","0,131"
5/21/17,5/27/17,ETANOL HIDRATADO,5059,R$/l,"2,568","0,430","1,899","4,157","0,388","0,167","2,180","0,355","1,687","3,582","0,163"
5/21/17,5/27/17,ÓLEO DIESEL,3469,R$/l,"3,019","0,196","2,550","4,220","0,404","0,065","2,615","0,136","2,250","3,230","0,052"
5/21/17,5/27/17,ÓLEO DIESEL S10,4265,R$/l,"3,152","0,201","2,650","4,260","0,427","0,064","2,725","0,152","2,295","3,665","0,056"
5/21/17,5/27/17,GASOLINA COMUM,5660,R$/l,"3,606","0,253","2,999","4,799","0,445","0,070","3,161","0,200","2,590","3,856","0,063"
5/21/17,5/27/17,GLP,5510,R$/13Kg,"57,343","7,875","39,950","105,000","16,675","0,137","40,668","6,705","27,500","68,000","0,165"
5/21/17,5/27/17,GNV,272,R$/m3,"2,330","0,262","1,799","3,050","0,677","0,112","1,653","0,237","1,243","2,213","0,143"
5/28/17,6/3/17,ETANOL HIDRATADO,5067,R$/l,"2,536","0,444","1,870","4,157","0,374","0,175","2,162","0,366","1,762","3,828","0,169"
5/28/17,6/3/17,ÓLEO DIESEL,3513,R$/l,"3,006","0,200","2,480","4,220","0,404","0,067","2,602","0,138","2,210","3,230","0,053"
5/28/17,6/3/17,ÓLEO DIESEL S10,4237,R$/l,"3,145","0,202","2,590","4,260","0,428","0,064","2,717","0,153","2,195","3,666","0,056"
5/28/17,6/3/17,GASOLINA COMUM,5659,R$/l,"3,590","0,262","2,990","4,799","0,450","0,073","3,140","0,208","2,590","3,856","0,066"
5/28/17,6/3/17,GLP,5515,R$/13Kg,"57,016","7,908","39,990","105,000","16,430","0,139","40,586","6,807","27,500","68,000","0,168"
5/28/17,6/3/17,GNV,284,R$/m3,"2,320","0,267","1,799","3,099","0,660","0,115","1,660","0,242","1,243","2,297","0,146"
6/4/17,6/10/17,ETANOL HIDRATADO,5069,R$/l,"2,514","0,451","1,790","4,150","0,367","0,179","2,147","0,359","1,718","3,582","0,167"
6/4/17,6/10/17,ÓLEO DIESEL,3442,R$/l,"3,011","0,198","2,540","4,220","0,426","0,066","2,585","0,142","2,195","3,210","0,055"
6/4/17,6/10/17,ÓLEO DIESEL S10,4245,R$/l,"3,138","0,204","2,580","4,260","0,440","0,065","2,698","0,155","2,260","3,666","0,057"
6/4/17,6/10/17,GASOLINA COMUM,5673,R$/l,"3,572","0,266","2,880","4,799","0,459","0,074","3,113","0,209","2,590","3,792","0,067"
6/4/17,6/10/17,GLP,5516,R$/13Kg,"57,269","7,865","39,990","105,000","16,458","0,137","40,811","6,852","23,760","70,000","0,168"
6/4/17,6/10/17,GNV,273,R$/m3,"2,333","0,262","1,799","3,090","0,625","0,112","1,708","0,220","1,310","2,300","0,129"
6/11/17,6/17/17,ETANOL HIDRATADO,5070,R$/l,"2,494","0,455","1,790","4,150","0,371","0,182","2,123","0,364","1,700","3,582","0,171"
6/11/17,6/17/17,ÓLEO DIESEL,3482,R$/l,"2,997","0,201","2,490","4,220","0,424","0,067","2,573","0,142","2,195","3,201","0,055"
6/11/17,6/17/17,ÓLEO DIESEL S10,4272,R$/l,"3,128","0,203","2,590","4,260","0,444","0,065","2,684","0,155","2,245","3,666","0,058"
6/11/17,6/17/17,GASOLINA COMUM,5672,R$/l,"3,561","0,268","2,880","4,799","0,462","0,075","3,099","0,211","2,590","3,783","0,068"
6/11/17,6/17/17,GLP,5507,R$/13Kg,"57,147","7,790","39,990","105,000","16,395","0,136","40,752","6,696","26,080","70,000","0,164"
6/11/17,6/17/17,GNV,266,R$/m3,"2,315","0,274","1,799","3,050","0,712","0,118","1,603","0,196","1,310","2,213","0,122"
6/18/17,6/24/17,ETANOL HIDRATADO,5066,R$/l,"2,472","0,451","1,790","4,150","0,368","0,182","2,104","0,355","1,650","3,577","0,169"
6/18/17,6/24/17,ÓLEO DIESEL,3476,R$/l,"2,981","0,201","2,460","4,220","0,445","0,067","2,536","0,144","2,110","3,189","0,057"
6/18/17,6/24/17,ÓLEO DIESEL S10,4321,R$/l,"3,115","0,202","2,520","4,260","0,459","0,065","2,656","0,158","2,220","3,666","0,059"
6/18/17,6/24/17,GASOLINA COMUM,5663,R$/l,"3,542","0,266","2,940","4,700","0,459","0,075","3,083","0,205","2,590","3,779","0,066"
6/18/17,6/24/17,GLP,5504,R$/13Kg,"57,626","7,961","39,990","105,000","16,473","0,138","41,153","6,776","26,080","70,000","0,165"
6/18/17,6/24/17,GNV,265,R$/m3,"2,331","0,261","1,799","2,989","0,693","0,112","1,638","0,209","1,310","2,213","0,128"
6/25/17,7/1/17,ETANOL HIDRATADO,5062,R$/l,"2,451","0,456","1,790","4,157","0,357","0,186","2,094","0,358","1,665","3,577","0,171"
6/25/17,7/1/17,ÓLEO DIESEL,3445,R$/l,"2,958","0,208","2,459","4,220","0,443","0,070","2,515","0,155","2,110","3,189","0,062"
6/25/17,7/1/17,ÓLEO DIESEL S10,4313,R$/l,"3,098","0,208","2,540","4,260","0,464","0,067","2,634","0,165","2,181","3,624","0,063"
6/25/17,7/1/17,GASOLINA COMUM,5665,R$/l,"3,510","0,273","2,899","4,700","0,446","0,078","3,064","0,204","2,590","3,779","0,067"
6/25/17,7/1/17,GLP,5509,R$/13Kg,"57,492","7,793","39,990","105,000","16,523","0,136","40,969","6,783","24,280","70,000","0,166"
6/25/17,7/1/17,GNV,269,R$/m3,"2,328","0,279","1,780","3,099","0,690","0,120","1,638","0,202","1,310","2,213","0,123"
7/2/17,7/8/17,ETANOL HIDRATADO,5064,R$/l,"2,423","0,456","1,699","4,150","0,346","0,188","2,077","0,369","1,650","3,525","0,178"
7/2/17,7/8/17,ÓLEO DIESEL,3416,R$/l,"2,948","0,210","2,390","4,220","0,451","0,071","2,497","0,160","2,040","3,137","0,064"
7/2/17,7/8/17,ÓLEO DIESEL S10,4292,R$/l,"3,080","0,210","2,500","4,260","0,466","0,068","2,614","0,173","2,150","3,624","0,066"
7/2/17,7/8/17,GASOLINA COMUM,5662,R$/l,"3,489","0,277","2,799","4,700","0,450","0,079","3,039","0,208","2,590","3,750","0,068"
7/2/17,7/8/17,GLP,5507,R$/13Kg,"57,625","7,989","39,990","105,000","16,278","0,139","41,347","6,672","27,850","70,000","0,161"
7/2/17,7/8/17,GNV,269,R$/m3,"2,337","0,278","1,700","3,099","0,659","0,119","1,678","0,248","1,245","2,266","0,148"
7/9/17,7/15/17,ETANOL HIDRATADO,5057,R$/l,"2,423","0,456","1,699","4,157","0,369","0,188","2,054","0,360","1,620","3,525","0,175"
7/9/17,7/15/17,ÓLEO DIESEL,3446,R$/l,"2,939","0,214","2,390","4,220","0,448","0,073","2,491","0,162","2,100","3,137","0,065"
7/9/17,7/15/17,ÓLEO DIESEL S10,4308,R$/l,"3,072","0,215","2,449","4,260","0,474","0,070","2,598","0,171","2,150","3,624","0,066"
7/9/17,7/15/17,GASOLINA COMUM,5655,R$/l,"3,485","0,281","2,799","4,700","0,467","0,081","3,018","0,212","2,590","3,691","0,070"
7/9/17,7/15/17,GLP,5512,R$/13Kg,"57,373","7,900","39,990","105,000","16,359","0,138","41,014","6,647","27,850","70,000","0,162"
7/9/17,7/15/17,GNV,278,R$/m3,"2,324","0,285","1,780","3,099","0,643","0,123","1,681","0,198","1,245","2,266","0,118"
7/16/17,7/22/17,ETANOL HIDRATADO,5049,R$/l,"2,381","0,465","1,780","4,150","0,353","0,195","2,028","0,366","1,620","3,712","0,180"
7/16/17,7/22/17,ÓLEO DIESEL,3448,R$/l,"2,919","0,217","2,390","4,220","0,461","0,074","2,458","0,152","2,063","3,195","0,062"
7/16/17,7/22/17,ÓLEO DIESEL S10,4305,R$/l,"3,050","0,214","2,490","4,260","0,468","0,070","2,582","0,160","2,150","3,300","0,062"
7/16/17,7/22/17,GASOLINA COMUM,5658,R$/l,"3,464","0,283","2,849","4,700","0,477","0,082","2,987","0,212","2,538","3,646","0,071"
7/16/17,7/22/17,GLP,5504,R$/13Kg,"57,654","7,989","39,990","105,000","16,758","0,139","40,896","6,665","24,000","70,000","0,163"
7/16/17,7/22/17,GNV,277,R$/m3,"2,366","0,274","1,780","3,099","0,701","0,116","1,665","0,182","1,333","2,297","0,109"
7/23/17,7/29/17,ETANOL HIDRATADO,5048,R$/l,"2,592","0,419","1,839","4,140","0,485","0,162","2,107","0,371","1,582","3,712","0,176"
7/23/17,7/29/17,ÓLEO DIESEL,3438,R$/l,"3,056","0,212","2,390","4,270","0,540","0,069","2,516","0,175","2,125","3,191","0,070"
7/23/17,7/29/17,ÓLEO DIESEL S10,4313,R$/l,"3,185","0,210","2,490","4,290","0,552","0,066","2,633","0,186","2,150","3,570","0,071"
7/23/17,7/29/17,GASOLINA COMUM,5639,R$/l,"3,749","0,284","2,939","4,950","0,637","0,076","3,112","0,253","2,555","3,855","0,081"
7/23/17,7/29/17,GLP,5507,R$/13Kg,"57,464","7,945","39,990","105,000","16,713","0,138","40,751","6,698","28,000","70,000","0,164"
7/23/17,7/29/17,GNV,277,R$/m3,"2,338","0,265","1,790","3,099","0,616","0,113","1,722","0,251","1,333","2,632","0,146"
7/30/17,8/5/17,ETANOL HIDRATADO,2741,R$/l,"2,608","0,408","1,889","4,210","0,394","0,156","2,214","0,327","1,700","3,512","0,148"
7/30/17,8/5/17,ÓLEO DIESEL,1796,R$/l,"3,084","0,220","2,459","4,270","0,425","0,071","2,659","0,179","2,166","3,440","0,067"
7/30/17,8/5/17,ÓLEO DIESEL S10,2436,R$/l,"3,230","0,218","2,589","4,290","0,451","0,067","2,779","0,188","2,260","3,479","0,068"
7/30/17,8/5/17,GASOLINA COMUM,3092,R$/l,"3,763","0,274","2,999","4,950","0,479","0,073","3,284","0,235","2,540","4,029","0,072"
7/30/17,8/5/17,GLP,2568,R$/13Kg,"57,607","8,045","39,990","105,000","16,567","0,140","41,040","6,968","28,000","75,000","0,170"
7/30/17,8/5/17,GNV,175,R$/m3,"2,342","0,264","1,790","2,999","0,600","0,113","1,742","0,219","1,354","2,128","0,126"
8/6/17,8/12/17,ETANOL HIDRATADO,2867,R$/l,"2,594","0,404","2,060","4,250","0,372","0,156","2,222","0,338","1,630","3,652","0,152"
8/6/17,8/12/17,ÓLEO DIESEL,1807,R$/l,"3,098","0,200","2,450","3,950","0,397","0,065","2,701","0,177","2,090","3,374","0,066"
8/6/17,8/12/17,ÓLEO DIESEL S10,2369,R$/l,"3,245","0,201","2,590","4,090","0,417","0,062","2,828","0,174","2,190","3,606","0,062"
8/6/17,8/12/17,GASOLINA COMUM,3161,R$/l,"3,758","0,263","3,059","4,850","0,424","0,070","3,334","0,220","2,560","4,018","0,066"
8/6/17,8/12/17,GLP,2565,R$/13Kg,"58,148","7,760","40,000","90,000","17,154","0,133","40,994","6,687","23,550","65,000","0,163"
8/6/17,8/12/17,GNV,157,R$/m3,"2,321","0,298","1,869","2,997","0,644","0,128","1,677","0,180","1,401","2,248","0,107"
8/13/17,8/19/17,ETANOL HIDRATADO,2744,R$/l,"2,613","0,404","1,989","4,210","0,388","0,155","2,225","0,327","1,710","3,512","0,147"
8/13/17,8/19/17,ÓLEO DIESEL,1786,R$/l,"3,095","0,219","2,489","4,270","0,415","0,071","2,680","0,178","2,166","3,440","0,066"
8/13/17,8/19/17,ÓLEO DIESEL S10,2446,R$/l,"3,231","0,213","2,589","4,290","0,438","0,066","2,793","0,183","2,260","3,442","0,066"
8/13/17,8/19/17,GASOLINA COMUM,3093,R$/l,"3,762","0,277","2,999","4,950","0,444","0,074","3,318","0,231","2,550","4,029","0,070"
8/13/17,8/19/17,GLP,2567,R$/13Kg,"57,816","8,202","39,990","105,000","16,688","0,142","41,128","6,968","28,000","75,000","0,169"
8/13/17,8/19/17,GNV,181,R$/m3,"2,346","0,264","1,790","2,999","0,576","0,113","1,770","0,194","1,354","2,128","0,110"
8/20/17,8/26/17,ETANOL HIDRATADO,2874,R$/l,"2,597","0,409","1,970","4,444","0,366","0,157","2,231","0,343","1,630","3,652","0,154"
8/20/17,8/26/17,ÓLEO DIESEL,1743,R$/l,"3,103","0,202","2,450","3,950","0,395","0,065","2,708","0,175","2,090","3,374","0,065"
8/20/17,8/26/17,ÓLEO DIESEL S10,2390,R$/l,"3,246","0,202","2,650","4,229","0,414","0,062","2,832","0,171","2,190","3,606","0,060"
8/20/17,8/26/17,GASOLINA COMUM,3164,R$/l,"3,773","0,260","3,099","4,850","0,433","0,069","3,340","0,218","2,560","4,018","0,065"
8/20/17,8/26/17,GLP,2570,R$/13Kg,"58,116","7,943","40,000","90,000","17,168","0,137","40,948","6,970","23,550","69,000","0,170"
8/20/17,8/26/17,GNV,169,R$/m3,"2,344","0,270","1,890","2,997","0,572","0,115","1,772","0,190","1,401","2,248","0,107"
8/27/17,9/2/17,ETANOL HIDRATADO,2729,R$/l,"2,615","0,397","2,080","4,210","0,346","0,152","2,269","0,317","1,792","3,747","0,140"
8/27/17,9/2/17,ÓLEO DIESEL,1766,R$/l,"3,101","0,218","2,680","4,370","0,378","0,070","2,723","0,150","2,208","3,383","0,055"
8/27/17,9/2/17,ÓLEO DIESEL S10,2420,R$/l,"3,233","0,210","2,739","4,390","0,408","0,065","2,825","0,157","2,380","3,606","0,056"
8/27/17,9/2/17,GASOLINA COMUM,3091,R$/l,"3,778","0,259","3,019","5,100","0,412","0,069","3,366","0,197","2,800","4,034","0,059"
8/27/17,9/2/17,GLP,2571,R$/13Kg,"57,287","8,144","39,990","105,000","16,368","0,142","40,919","6,958","26,080","84,000","0,170"
8/27/17,9/2/17,GNV,193,R$/m3,"2,373","0,271","1,780","3,150","0,679","0,114","1,694","0,221","1,353","2,244","0,130"
9/3/17,9/9/17,ETANOL HIDRATADO,2870,R$/l,"2,612","0,404","1,939","4,250","0,347","0,155","2,265","0,329","1,630","3,621","0,145"
9/3/17,9/9/17,ÓLEO DIESEL,1756,R$/l,"3,150","0,196","2,640","3,980","0,391","0,062","2,759","0,147","2,290","3,275","0,053"
9/3/17,9/9/17,ÓLEO DIESEL S10,2408,R$/l,"3,298","0,207","2,749","4,090","0,403","0,063","2,895","0,162","2,368","3,737","0,056"
9/3/17,9/9/17,GASOLINA COMUM,3160,R$/l,"3,850","0,254","3,149","4,950","0,440","0,066","3,410","0,196","2,920","3,978","0,057"
9/3/17,9/9/17,GLP,2567,R$/13Kg,"58,145","7,924","39,990","95,000","16,989","0,136","41,156","6,862","25,000","69,000","0,167"
9/3/17,9/9/17,GNV,172,R$/m3,"2,361","0,264","1,899","3,099","0,623","0,112","1,738","0,204","1,330","2,297","0,117"
9/10/17,9/16/17,ETANOL HIDRATADO,2731,R$/l,"2,632","0,397","2,097","4,210","0,361","0,151","2,271","0,318","1,792","3,747","0,140"
9/10/17,9/16/17,ÓLEO DIESEL,1772,R$/l,"3,142","0,220","2,690","4,470","0,387","0,070","2,755","0,161","2,208","3,383","0,058"
9/10/17,9/16/17,ÓLEO DIESEL S10,2421,R$/l,"3,287","0,216","2,739","4,490","0,435","0,066","2,852","0,163","2,380","3,449","0,057"
9/10/17,9/16/17,GASOLINA COMUM,3091,R$/l,"3,872","0,260","3,099","5,200","0,457","0,067","3,415","0,195","2,800","3,951","0,057"
9/10/17,9/16/17,GLP,2571,R$/13Kg,"59,425","8,367","40,000","105,000","17,642","0,141","41,783","7,095","28,000","75,000","0,170"
9/10/17,9/16/17,GNV,174,R$/m3,"2,354","0,269","1,780","2,999","0,670","0,114","1,684","0,198","1,353","2,350","0,118"
9/17/17,9/23/17,ETANOL HIDRATADO,2862,R$/l,"2,624","0,404","1,939","4,250","0,354","0,154","2,270","0,333","1,630","3,621","0,147"
9/17/17,9/23/17,ÓLEO DIESEL,1747,R$/l,"3,177","0,196","2,690","4,290","0,384","0,062","2,793","0,164","2,290","3,310","0,059"
9/17/17,9/23/17,ÓLEO DIESEL S10,2423,R$/l,"3,321","0,203","2,749","4,400","0,405","0,061","2,916","0,165","2,368","3,737","0,057"
9/17/17,9/23/17,GASOLINA COMUM,3166,R$/l,"3,879","0,252","3,149","4,950","0,442","0,065","3,437","0,195","2,950","3,897","0,057"
9/17/17,9/23/17,GLP,2564,R$/13Kg,"60,140","8,368","40,000","97,000","18,547","0,139","41,593","7,164","25,000","65,000","0,172"
9/17/17,9/23/17,GNV,160,R$/m3,"2,336","0,295","1,899","3,099","0,647","0,126","1,689","0,259","1,330","2,310","0,153"
9/24/17,9/30/17,ETANOL HIDRATADO,2724,R$/l,"2,637","0,393","2,179","4,199","0,356","0,149","2,281","0,322","1,890","3,763","0,141"
9/24/17,9/30/17,ÓLEO DIESEL,1766,R$/l,"3,201","0,201","2,740","4,470","0,327","0,063","2,874","0,137","2,340","3,520","0,048"
9/24/17,9/30/17,ÓLEO DIESEL S10,2414,R$/l,"3,333","0,203","2,799","4,499","0,350","0,061","2,983","0,135","2,550","3,580","0,045"
9/24/17,9/30/17,GASOLINA COMUM,3091,R$/l,"3,884","0,243","3,199","5,200","0,441","0,063","3,443","0,187","2,995","4,025","0,054"
9/24/17,9/30/17,GLP,2568,R$/13Kg,"61,292","8,645","42,000","110,000","18,019","0,141","43,273","7,177","29,000","75,000","0,166"
9/24/17,9/30/17,GNV,197,R$/m3,"2,370","0,281","1,780","2,999","0,619","0,119","1,751","0,172","1,450","2,130","0,098"
10/1/17,10/7/17,ETANOL HIDRATADO,2858,R$/l,"2,628","0,401","1,999","4,250","0,351","0,153","2,277","0,322","1,683","3,705","0,141"
10/1/17,10/7/17,ÓLEO DIESEL,1726,R$/l,"3,221","0,190","2,699","4,290","0,340","0,059","2,881","0,130","2,390","3,392","0,045"
10/1/17,10/7/17,ÓLEO DIESEL S10,2427,R$/l,"3,362","0,204","2,749","4,400","0,365","0,061","2,997","0,134","2,444","3,500","0,045"
10/1/17,10/7/17,GASOLINA COMUM,3168,R$/l,"3,887","0,249","3,249","4,950","0,437","0,064","3,450","0,189","2,790","4,150","0,055"
10/1/17,10/7/17,GLP,2566,R$/13Kg,"62,210","8,700","40,000","95,000","19,082","0,140","43,128","7,335","23,550","78,000","0,170"
10/1/17,10/7/17,GNV,162,R$/m3,"2,343","0,297","1,899","2,999","0,629","0,127","1,714","0,194","1,414","2,249","0,113"
10/8/17,10/14/17,ETANOL HIDRATADO,2721,R$/l,"2,661","0,389","2,139","4,219","0,369","0,146","2,292","0,319","1,890","3,763","0,139"
10/8/17,10/14/17,ÓLEO DIESEL,1770,R$/l,"3,209","0,205","2,740","4,470","0,348","0,064","2,861","0,141","2,340","3,520","0,049"
10/8/17,10/14/17,ÓLEO DIESEL S10,2448,R$/l,"3,337","0,207","2,799","4,499","0,355","0,062","2,982","0,144","2,550","3,912","0,048"
10/8/17,10/14/17,GASOLINA COMUM,3091,R$/l,"3,882","0,252","3,199","5,200","0,440","0,065","3,442","0,194","2,995","4,025","0,056"
10/8/17,10/14/17,GLP,2564,R$/13Kg,"61,653","9,008","42,000","110,000","18,183","0,146","43,470","7,558","26,080","75,000","0,174"
10/8/17,10/14/17,GNV,177,R$/m3,"2,389","0,279","1,740","2,999","0,719","0,117","1,670","0,170","1,458","2,206","0,102"
10/15/17,10/21/17,ETANOL HIDRATADO,2854,R$/l,"2,664","0,392","2,049","4,250","0,363","0,147","2,301","0,323","1,683","3,705","0,140"
10/15/17,10/21/17,ÓLEO DIESEL,1742,R$/l,"3,220","0,193","2,799","4,340","0,345","0,060","2,875","0,132","2,390","3,389","0,046"
10/15/17,10/21/17,ÓLEO DIESEL S10,2428,R$/l,"3,360","0,204","2,749","4,450","0,365","0,061","2,995","0,135","2,444","3,750","0,045"
10/15/17,10/21/17,GASOLINA COMUM,3160,R$/l,"3,886","0,249","3,249","4,950","0,437","0,064","3,449","0,194","2,790","4,150","0,056"
10/15/17,10/21/17,GLP,2564,R$/13Kg,"63,985","8,931","45,000","102,000","19,794","0,140","44,191","7,525","23,550","78,000","0,170"
10/15/17,10/21/17,GNV,170,R$/m3,"2,377","0,285","1,899","2,999","0,596","0,120","1,781","0,206","1,414","2,249","0,116"
10/22/17,10/28/17,ETANOL HIDRATADO,2722,R$/l,"2,681","0,373","2,199","4,199","0,339","0,139","2,342","0,284","1,841","3,818","0,121"
10/22/17,10/28/17,ÓLEO DIESEL,1765,R$/l,"3,214","0,204","2,760","4,470","0,370","0,063","2,844","0,138","2,410","3,560","0,049"
10/22/17,10/28/17,ÓLEO DIESEL S10,2443,R$/l,"3,343","0,205","2,860","4,499","0,381","0,061","2,962","0,144","2,560","3,637","0,049"
10/22/17,10/28/17,GASOLINA COMUM,3092,R$/l,"3,878","0,253","3,249","5,200","0,417","0,065","3,461","0,202","2,980","4,085","0,058"
10/22/17,10/28/17,GLP,2565,R$/13Kg,"64,423","8,839","45,000","115,000","17,907","0,137","46,516","7,544","31,500","75,000","0,162"
10/22/17,10/28/17,GNV,191,R$/m3,"2,390","0,272","1,780","2,999","0,701","0,114","1,689","0,208","1,365","2,297","0,123"
10/29/17,11/4/17,ETANOL HIDRATADO,2851,R$/l,"2,691","0,362","2,180","4,299","0,331","0,135","2,360","0,283","1,687","3,422","0,120"
10/29/17,11/4/17,ÓLEO DIESEL,1757,R$/l,"3,234","0,190","2,799","4,368","0,357","0,059","2,877","0,140","2,490","3,414","0,049"
10/29/17,11/4/17,ÓLEO DIESEL S10,2405,R$/l,"3,371","0,200","2,879","4,478","0,375","0,059","2,996","0,147","2,548","3,848","0,049"
10/29/17,11/4/17,GASOLINA COMUM,3160,R$/l,"3,882","0,249","3,249","4,959","0,401","0,064","3,481","0,202","2,790","4,083","0,058"
10/29/17,11/4/17,GLP,2559,R$/13Kg,"65,072","8,747","46,000","100,000","19,480","0,134","45,592","7,338","30,990","75,000","0,161"
10/29/17,11/4/17,GNV,161,R$/m3,"2,325","0,299","1,869","2,997","0,515","0,129","1,810","0,198","1,488","2,297","0,109"
11/5/17,11/11/17,ETANOL HIDRATADO,2724,R$/l,"2,745","0,366","2,199","4,199","0,364","0,133","2,381","0,285","1,841","3,818","0,120"
11/5/17,11/11/17,ÓLEO DIESEL,1776,R$/l,"3,243","0,207","2,789","4,470","0,362","0,064","2,881","0,141","2,410","3,624","0,049"
11/5/17,11/11/17,ÓLEO DIESEL S10,2456,R$/l,"3,374","0,211","2,860","4,499","0,382","0,063","2,992","0,146","2,613","3,695","0,049"
11/5/17,11/11/17,GASOLINA COMUM,3097,R$/l,"3,938","0,258","3,199","5,200","0,421","0,066","3,517","0,199","2,985","4,119","0,057"
11/5/17,11/11/17,GLP,2564,R$/13Kg,"64,741","8,843","45,000","115,000","18,104","0,137","46,637","7,633","31,500","80,000","0,164"
11/5/17,11/11/17,GNV,178,R$/m3,"2,395","0,259","1,760","2,999","0,710","0,108","1,685","0,176","1,365","1,970","0,104"
11/12/17,11/18/17,ETANOL HIDRATADO,2843,R$/l,"2,758","0,365","2,180","4,299","0,361","0,132","2,397","0,283","1,687","3,577","0,118"
11/12/17,11/18/17,ÓLEO DIESEL,1745,R$/l,"3,268","0,203","2,799","4,468","0,357","0,062","2,911","0,148","2,490","3,493","0,051"
11/12/17,11/18/17,ÓLEO DIESEL S10,2450,R$/l,"3,411","0,211","2,890","4,528","0,377","0,062","3,034","0,150","2,540","3,955","0,049"
11/12/17,11/18/17,GASOLINA COMUM,3160,R$/l,"3,966","0,264","3,249","4,959","0,421","0,067","3,545","0,210","2,790","4,120","0,059"
11/12/17,11/18/17,GLP,2565,R$/13Kg,"65,458","8,601","46,000","100,000","18,943","0,131","46,515","7,537","30,990","85,000","0,162"
11/12/17,11/18/17,GNV,148,R$/m3,"2,366","0,286","1,899","3,069","0,614","0,121","1,752","0,202","1,446","2,259","0,115"
11/19/17,11/25/17,ETANOL HIDRATADO,2718,R$/l,"2,812","0,352","2,211","4,260","0,364","0,125","2,448","0,268","2,010","3,380","0,109"
11/19/17,11/25/17,ÓLEO DIESEL,1726,R$/l,"3,303","0,214","2,890","4,470","0,342","0,065","2,961","0,132","2,480","3,702","0,045"
11/19/17,11/25/17,ÓLEO DIESEL S10,2448,R$/l,"3,433","0,218","2,880","4,499","0,366","0,064","3,067","0,141","2,675","3,800","0,046"
11/19/17,11/25/17,GASOLINA COMUM,3100,R$/l,"4,023","0,259","3,349","5,200","0,431","0,064","3,592","0,206","3,010","4,173","0,057"
11/19/17,11/25/17,GLP,2562,R$/13Kg,"64,920","8,836","45,000","115,000","17,640","0,136","47,280","7,713","30,000","80,000","0,163"
11/19/17,11/25/17,GNV,198,R$/m3,"2,448","0,269","1,799","3,097","0,721","0,110","1,727","0,160","1,458","2,215","0,093"
11/26/17,12/2/17,ETANOL HIDRATADO,2865,R$/l,"2,827","0,356","1,990","4,399","0,357","0,126","2,470","0,273","1,690","4,457","0,111"
11/26/17,12/2/17,ÓLEO DIESEL,1718,R$/l,"3,337","0,194","2,799","4,410","0,369","0,058","2,968","0,135","2,482","3,493","0,045"
11/26/17,12/2/17,ÓLEO DIESEL S10,2410,R$/l,"3,466","0,209","2,979","4,520","0,388","0,060","3,078","0,148","2,590","3,959","0,048"
11/26/17,12/2/17,GASOLINA COMUM,3148,R$/l,"4,051","0,245","3,459","4,999","0,440","0,060","3,611","0,194","2,990","4,203","0,054"
11/26/17,12/2/17,GLP,2563,R$/13Kg,"65,642","8,997","48,000","105,000","18,376","0,137","47,266","7,389","32,670","74,240","0,156"
11/26/17,12/2/17,GNV,154,R$/m3,"2,375","0,303","1,899","3,100","0,611","0,128","1,764","0,226","1,458","2,269","0,128"
12/3/17,12/9/17,ETANOL HIDRATADO,2718,R$/l,"2,827","0,348","1,999","4,260","0,355","0,123","2,472","0,269","1,839","3,396","0,109"
12/3/17,12/9/17,ÓLEO DIESEL,1745,R$/l,"3,303","0,211","2,899","4,470","0,358","0,064","2,945","0,143","2,480","3,726","0,049"
12/3/17,12/9/17,ÓLEO DIESEL S10,2451,R$/l,"3,441","0,218","2,799","4,499","0,370","0,063","3,071","0,155","2,708","4,140","0,050"
12/3/17,12/9/17,GASOLINA COMUM,3112,R$/l,"4,052","0,253","3,399","5,200","0,428","0,062","3,624","0,202","3,050","4,283","0,056"
