DATA INICIAL,DATA FINAL,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
6/15/14,6/21/14,ÓLEO DIESEL,5898,R$/l,"2,501","0,129","2,150","3,310","0,306","0,052","2,195","0,094","1,950","2,881","0,043"
6/15/14,6/21/14,ÓLEO DIESEL S10,3911,R$/l,"2,607","0,128","2,299","3,400","0,292","0,049","2,315","0,089","2,116","2,975","0,038"
6/15/14,6/21/14,GASOLINA COMUM,8614,R$/l,"2,963","0,166","2,550","4,159","0,393","0,056","2,570","0,109","2,300","3,163","0,042"
6/15/14,6/21/14,GLP,7943,R$/13Kg,"42,709","4,630","29,900","65,000","12,292","0,108","30,417","5,740","18,500","55,000","0,189"
6/15/14,6/21/14,GNV,528,R$/m3,"1,887","0,203","1,399","2,699","0,462","0,108","1,425","0,179","1,096","2,042","0,126"
6/22/14,6/28/14,ETANOL HIDRATADO,7847,R$/l,"2,058","0,296","1,550","3,170","0,336","0,144","1,722","0,266","1,358","2,554","0,154"
6/22/14,6/28/14,ÓLEO DIESEL,5920,R$/l,"2,500","0,129","2,150","3,310","0,305","0,052","2,195","0,093","1,990","2,881","0,042"
6/22/14,6/28/14,ÓLEO DIESEL S10,4014,R$/l,"2,610","0,127","2,340","3,400","0,296","0,049","2,314","0,087","2,120","2,975","0,038"
6/22/14,6/28/14,GASOLINA COMUM,8603,R$/l,"2,963","0,165","2,539","4,159","0,395","0,056","2,568","0,109","2,266","3,163","0,042"
6/22/14,6/28/14,GLP,7943,R$/13Kg,"42,721","4,690","29,900","65,000","12,341","0,110","30,380","5,742","17,200","55,000","0,189"
6/22/14,6/28/14,GNV,538,R$/m3,"1,892","0,200","1,449","2,629","0,472","0,106","1,420","0,174","1,113","2,042","0,123"
6/29/14,7/5/14,ETANOL HIDRATADO,7840,R$/l,"2,050","0,297","1,550","3,200","0,328","0,145","1,722","0,262","1,363","2,629","0,152"
6/29/14,7/5/14,ÓLEO DIESEL,5856,R$/l,"2,498","0,130","2,199","3,310","0,303","0,052","2,195","0,094","1,880","2,762","0,043"
6/29/14,7/5/14,ÓLEO DIESEL S10,4047,R$/l,"2,610","0,128","2,299","3,400","0,293","0,049","2,317","0,088","1,950","2,766","0,038"
6/29/14,7/5/14,GASOLINA COMUM,8609,R$/l,"2,956","0,169","2,529","4,159","0,393","0,057","2,563","0,112","2,245","3,167","0,044"
6/29/14,7/5/14,GLP,7939,R$/13Kg,"42,686","4,726","30,000","65,000","12,398","0,111","30,288","5,892","14,663","55,000","0,195"
6/29/14,7/5/14,GNV,527,R$/m3,"1,890","0,202","1,455","2,699","0,440","0,107","1,450","0,173","1,096","2,042","0,119"
7/6/14,7/12/14,ETANOL HIDRATADO,7839,R$/l,"2,044","0,298","1,559","3,200","0,326","0,146","1,718","0,261","1,359","2,534","0,152"
7/6/14,7/12/14,ÓLEO DIESEL,5869,R$/l,"2,500","0,128","2,150","3,310","0,304","0,051","2,196","0,095","1,880","2,762","0,043"
7/6/14,7/12/14,ÓLEO DIESEL S10,4064,R$/l,"2,607","0,127","2,349","3,400","0,291","0,049","2,316","0,088","1,950","2,772","0,038"
7/6/14,7/12/14,GASOLINA COMUM,8608,R$/l,"2,957","0,168","2,529","4,159","0,393","0,057","2,564","0,114","2,245","3,167","0,044"
7/6/14,7/12/14,GLP,7939,R$/13Kg,"42,649","4,730","28,990","65,000","12,298","0,111","30,351","5,842","14,663","55,000","0,192"
7/6/14,7/12/14,GNV,521,R$/m3,"1,903","0,192","1,459","2,699","0,487","0,101","1,416","0,196","1,073","2,042","0,138"
7/13/14,7/19/14,ETANOL HIDRATADO,7849,R$/l,"2,041","0,299","1,559","3,200","0,319","0,146","1,722","0,257","1,359","2,505","0,149"
7/13/14,7/19/14,ÓLEO DIESEL,5863,R$/l,"2,497","0,129","2,150","3,310","0,301","0,052","2,196","0,095","1,958","2,769","0,043"
7/13/14,7/19/14,ÓLEO DIESEL S10,4077,R$/l,"2,609","0,128","2,349","3,400","0,291","0,049","2,318","0,092","2,045","2,883","0,040"
7/13/14,7/19/14,GASOLINA COMUM,8608,R$/l,"2,956","0,170","2,539","4,159","0,391","0,058","2,565","0,112","2,250","3,148","0,044"
7/13/14,7/19/14,GLP,7932,R$/13Kg,"42,649","4,726","28,990","65,000","12,402","0,111","30,247","5,825","14,660","55,000","0,193"
7/13/14,7/19/14,GNV,541,R$/m3,"1,890","0,200","1,399","2,799","0,461","0,106","1,429","0,197","1,073","2,042","0,138"
7/20/14,7/26/14,ETANOL HIDRATADO,7838,R$/l,"2,040","0,300","1,589","3,200","0,314","0,147","1,726","0,260","1,400","2,479","0,151"
7/20/14,7/26/14,ÓLEO DIESEL,5823,R$/l,"2,499","0,130","2,189","3,310","0,302","0,052","2,197","0,094","1,958","2,769","0,043"
7/20/14,7/26/14,ÓLEO DIESEL S10,4175,R$/l,"2,610","0,127","2,299","3,400","0,289","0,049","2,321","0,090","2,045","2,883","0,039"
7/20/14,7/26/14,GASOLINA COMUM,8604,R$/l,"2,958","0,168","2,519","4,159","0,393","0,057","2,565","0,112","2,250","3,148","0,044"
7/20/14,7/26/14,GLP,7936,R$/13Kg,"42,663","4,660","28,990","65,000","12,292","0,109","30,371","5,867","14,660","55,000","0,193"
7/20/14,7/26/14,GNV,545,R$/m3,"1,895","0,195","1,399","2,590","0,469","0,103","1,426","0,190","1,073","2,042","0,133"
7/27/14,8/2/14,ETANOL HIDRATADO,7834,R$/l,"2,035","0,302","1,579","3,200","0,311","0,148","1,724","0,262","1,375","2,478","0,152"
7/27/14,8/2/14,ÓLEO DIESEL,5855,R$/l,"2,497","0,131","2,150","3,310","0,298","0,052","2,199","0,093","1,991","2,769","0,042"
7/27/14,8/2/14,ÓLEO DIESEL S10,4092,R$/l,"2,611","0,127","2,349","3,400","0,292","0,049","2,319","0,090","2,017","2,883","0,039"
7/27/14,8/2/14,GASOLINA COMUM,8617,R$/l,"2,955","0,172","2,488","4,169","0,393","0,058","2,562","0,114","2,230","3,153","0,044"
7/27/14,8/2/14,GLP,7938,R$/13Kg,"42,633","4,664","28,000","65,000","12,209","0,109","30,424","5,857","14,663","55,000","0,193"
7/27/14,8/2/14,GNV,521,R$/m3,"1,886","0,186","1,470","2,699","0,422","0,099","1,464","0,182","1,073","2,042","0,124"
8/3/14,8/9/14,ETANOL HIDRATADO,7829,R$/l,"2,037","0,302","1,560","3,200","0,315","0,148","1,722","0,262","1,380","2,479","0,152"
8/3/14,8/9/14,ÓLEO DIESEL,5788,R$/l,"2,498","0,130","2,150","3,310","0,298","0,052","2,200","0,094","1,991","2,769","0,043"
8/3/14,8/9/14,ÓLEO DIESEL S10,4159,R$/l,"2,611","0,129","2,216","3,400","0,290","0,049","2,321","0,093","2,112","2,883","0,040"
8/3/14,8/9/14,GASOLINA COMUM,8613,R$/l,"2,959","0,170","2,499","4,169","0,396","0,057","2,563","0,114","2,240","3,153","0,044"
8/3/14,8/9/14,GLP,7936,R$/13Kg,"42,619","4,686","28,000","65,000","12,121","0,110","30,498","5,722","14,663","55,000","0,188"
8/3/14,8/9/14,GNV,540,R$/m3,"1,895","0,182","1,399","2,799","0,465","0,096","1,430","0,198","1,138","2,042","0,138"
8/10/14,8/16/14,ETANOL HIDRATADO,7823,R$/l,"2,038","0,302","1,568","3,200","0,320","0,148","1,718","0,262","1,386","2,663","0,153"
8/10/14,8/16/14,ÓLEO DIESEL,5829,R$/l,"2,497","0,131","2,159","3,310","0,297","0,052","2,200","0,096","2,000","2,744","0,044"
8/10/14,8/16/14,ÓLEO DIESEL S10,4160,R$/l,"2,614","0,126","2,329","3,400","0,299","0,048","2,315","0,089","2,112","2,777","0,038"
8/10/14,8/16/14,GASOLINA COMUM,8613,R$/l,"2,958","0,169","2,488","4,169","0,396","0,057","2,562","0,111","2,250","3,129","0,043"
8/10/14,8/16/14,GLP,7934,R$/13Kg,"42,628","4,662","28,990","65,000","12,275","0,109","30,353","5,835","14,660","55,000","0,192"
8/10/14,8/16/14,GNV,534,R$/m3,"1,886","0,184","1,399","2,799","0,468","0,098","1,418","0,179","1,085","2,048","0,126"
8/17/14,8/23/14,ETANOL HIDRATADO,7818,R$/l,"2,034","0,303","1,559","3,200","0,323","0,149","1,711","0,266","1,360","2,663","0,155"
8/17/14,8/23/14,ÓLEO DIESEL,5876,R$/l,"2,499","0,130","2,150","3,310","0,300","0,052","2,199","0,096","1,999","2,769","0,044"
8/17/14,8/23/14,ÓLEO DIESEL S10,4192,R$/l,"2,612","0,128","2,329","3,400","0,297","0,049","2,315","0,091","2,103","2,777","0,039"
8/17/14,8/23/14,GASOLINA COMUM,8610,R$/l,"2,958","0,171","2,496","4,169","0,398","0,058","2,560","0,113","2,240","3,129","0,044"
8/17/14,8/23/14,GLP,7936,R$/13Kg,"42,655","4,688","28,990","65,000","12,375","0,110","30,280","5,801","14,660","55,000","0,192"
8/17/14,8/23/14,GNV,527,R$/m3,"1,876","0,183","1,399","2,799","0,425","0,098","1,451","0,178","1,085","2,048","0,123"
8/24/14,8/30/14,ETANOL HIDRATADO,7824,R$/l,"2,009","0,302","1,560","3,200","0,320","0,150","1,689","0,263","1,400","2,500","0,156"
8/24/14,8/30/14,ÓLEO DIESEL,5772,R$/l,"2,499","0,131","2,150","3,310","0,294","0,052","2,205","0,095","1,991","2,744","0,043"
8/24/14,8/30/14,ÓLEO DIESEL S10,4248,R$/l,"2,638","0,127","2,340","3,400","0,294","0,048","2,344","0,086","2,120","2,771","0,037"
8/24/14,8/30/14,GASOLINA COMUM,8612,R$/l,"2,962","0,168","2,490","4,169","0,404","0,057","2,558","0,113","2,240","3,124","0,044"
8/24/14,8/30/14,GLP,7929,R$/13Kg,"42,659","4,695","28,990","65,000","12,270","0,110","30,389","5,877","14,660","55,000","0,193"
8/24/14,8/30/14,GNV,533,R$/m3,"1,894","0,181","1,449","2,799","0,431","0,096","1,463","0,175","1,085","2,033","0,120"
8/31/14,9/6/14,ETANOL HIDRATADO,7805,R$/l,"2,004","0,304","1,550","3,200","0,319","0,152","1,685","0,266","1,380","2,500","0,158"
8/31/14,9/6/14,ÓLEO DIESEL,5816,R$/l,"2,502","0,131","2,199","3,310","0,296","0,052","2,206","0,097","1,991","2,744","0,044"
8/31/14,9/6/14,ÓLEO DIESEL S10,4295,R$/l,"2,639","0,127","2,349","3,400","0,295","0,048","2,344","0,089","2,120","2,772","0,038"
8/31/14,9/6/14,GASOLINA COMUM,8613,R$/l,"2,965","0,163","2,499","4,169","0,406","0,055","2,559","0,114","2,235","3,124","0,045"
8/31/14,9/6/14,GLP,7930,R$/13Kg,"42,803","4,788","29,990","65,000","12,238","0,112","30,565","5,905","14,660","55,000","0,193"
8/31/14,9/6/14,GNV,516,R$/m3,"1,884","0,178","1,399","2,519","0,439","0,094","1,445","0,166","1,085","2,033","0,115"
9/7/14,9/13/14,ETANOL HIDRATADO,7797,R$/l,"2,006","0,306","1,499","3,200","0,307","0,153","1,699","0,263","1,340","2,502","0,155"
9/7/14,9/13/14,ÓLEO DIESEL,5816,R$/l,"2,500","0,130","2,190","3,310","0,294","0,052","2,206","0,096","1,910","2,741","0,044"
9/7/14,9/13/14,ÓLEO DIESEL S10,4263,R$/l,"2,639","0,127","2,320","3,400","0,296","0,048","2,343","0,088","2,112","2,783","0,038"
9/7/14,9/13/14,GASOLINA COMUM,8599,R$/l,"2,963","0,164","2,499","4,159","0,403","0,055","2,560","0,114","2,220","3,125","0,045"
9/7/14,9/13/14,GLP,7927,R$/13Kg,"43,303","4,911","28,000","67,000","12,661","0,113","30,642","5,812","14,660","55,000","0,190"
9/7/14,9/13/14,GNV,525,R$/m3,"1,902","0,175","1,425","2,519","0,446","0,092","1,456","0,176","1,154","2,145","0,121"
9/14/14,9/20/14,ETANOL HIDRATADO,7772,R$/l,"2,009","0,303","1,499","3,200","0,303","0,151","1,706","0,265","1,340","2,502","0,155"
9/14/14,9/20/14,ÓLEO DIESEL,5791,R$/l,"2,500","0,130","2,199","3,310","0,294","0,052","2,206","0,096","1,992","2,741","0,044"
9/14/14,9/20/14,ÓLEO DIESEL S10,4339,R$/l,"2,640","0,127","2,199","3,400","0,292","0,048","2,348","0,090","2,073","2,788","0,038"
9/14/14,9/20/14,GASOLINA COMUM,8599,R$/l,"2,966","0,163","2,539","4,159","0,405","0,055","2,561","0,115","2,220","3,125","0,045"
9/14/14,9/20/14,GLP,7919,R$/13Kg,"44,059","5,007","28,000","67,000","13,327","0,114","30,732","5,871","14,660","55,000","0,191"
9/14/14,9/20/14,GNV,526,R$/m3,"1,900","0,185","1,425","2,799","0,471","0,097","1,429","0,164","1,108","2,145","0,115"
9/21/14,9/27/14,ETANOL HIDRATADO,7784,R$/l,"2,006","0,306","1,499","3,170","0,307","0,153","1,699","0,271","1,340","2,499","0,160"
9/21/14,9/27/14,ÓLEO DIESEL,5781,R$/l,"2,501","0,131","2,190","3,310","0,293","0,052","2,208","0,101","1,990","2,891","0,046"
9/21/14,9/27/14,ÓLEO DIESEL S10,4265,R$/l,"2,640","0,127","2,349","3,400","0,297","0,048","2,343","0,097","2,074","2,981","0,041"
9/21/14,9/27/14,GASOLINA COMUM,8603,R$/l,"2,963","0,166","2,499","4,159","0,404","0,056","2,559","0,116","2,220","3,136","0,045"
9/21/14,9/27/14,GLP,7925,R$/13Kg,"44,285","5,063","29,000","69,000","13,504","0,114","30,781","5,995","14,660","55,000","0,195"
9/21/14,9/27/14,GNV,525,R$/m3,"1,903","0,176","1,399","2,799","0,469","0,092","1,434","0,152","1,140","1,927","0,106"
9/28/14,10/4/14,ETANOL HIDRATADO,7771,R$/l,"1,998","0,306","1,499","3,170","0,308","0,153","1,690","0,273","1,340","2,499","0,162"
9/28/14,10/4/14,ÓLEO DIESEL,5793,R$/l,"2,500","0,130","2,190","3,310","0,293","0,052","2,207","0,102","1,939","2,891","0,046"
9/28/14,10/4/14,ÓLEO DIESEL S10,4323,R$/l,"2,639","0,126","2,349","3,400","0,299","0,048","2,340","0,095","2,074","2,981","0,041"
9/28/14,10/4/14,GASOLINA COMUM,8603,R$/l,"2,957","0,165","2,499","4,159","0,399","0,056","2,558","0,115","2,220","3,136","0,045"
9/28/14,10/4/14,GLP,7922,R$/13Kg,"44,393","5,043","29,000","69,000","13,351","0,114","31,042","5,977","14,660","55,000","0,193"
9/28/14,10/4/14,GNV,514,R$/m3,"1,900","0,172","1,399","2,519","0,469","0,091","1,431","0,142","1,154","1,753","0,099"
10/5/14,10/11/14,ETANOL HIDRATADO,7782,R$/l,"2,000","0,306","1,499","3,170","0,321","0,153","1,679","0,276","1,275","2,462","0,164"
10/5/14,10/11/14,ÓLEO DIESEL,5835,R$/l,"2,500","0,130","2,190","3,310","0,291","0,052","2,209","0,099","2,000","2,891","0,045"
10/5/14,10/11/14,ÓLEO DIESEL S10,4335,R$/l,"2,640","0,126","2,329","3,400","0,297","0,048","2,343","0,093","2,110","2,981","0,040"
10/5/14,10/11/14,GASOLINA COMUM,8603,R$/l,"2,958","0,164","2,450","4,159","0,401","0,055","2,557","0,116","2,220","3,136","0,045"
10/5/14,10/11/14,GLP,7919,R$/13Kg,"44,426","5,096","29,000","69,000","13,478","0,115","30,948","5,983","14,660","55,000","0,193"
10/5/14,10/11/14,GNV,569,R$/m3,"1,899","0,178","1,399","2,799","0,450","0,094","1,449","0,163","1,133","1,777","0,112"
10/12/14,10/18/14,ETANOL HIDRATADO,7763,R$/l,"2,001","0,308","1,490","3,170","0,334","0,154","1,667","0,279","1,308","2,462","0,167"
10/12/14,10/18/14,ÓLEO DIESEL,5786,R$/l,"2,500","0,130","2,199","3,310","0,290","0,052","2,210","0,101","2,000","2,891","0,046"
10/12/14,10/18/14,ÓLEO DIESEL S10,4394,R$/l,"2,641","0,126","2,349","3,400","0,300","0,048","2,341","0,091","2,110","2,981","0,039"
10/12/14,10/18/14,GASOLINA COMUM,8598,R$/l,"2,961","0,165","2,450","4,159","0,404","0,056","2,557","0,115","2,220","3,136","0,045"
10/12/14,10/18/14,GLP,7919,R$/13Kg,"44,447","5,070","29,000","69,000","13,209","0,114","31,238","5,722","14,660","55,000","0,183"
10/12/14,10/18/14,GNV,555,R$/m3,"1,902","0,178","1,425","2,799","0,466","0,094","1,436","0,166","1,118","1,822","0,116"
10/19/14,10/25/14,ETANOL HIDRATADO,7785,R$/l,"1,999","0,309","1,479","3,170","0,339","0,155","1,660","0,283","1,307","2,673","0,170"
10/19/14,10/25/14,ÓLEO DIESEL,5747,R$/l,"2,501","0,131","2,190","3,310","0,295","0,052","2,206","0,098","1,991","2,742","0,044"
10/19/14,10/25/14,ÓLEO DIESEL S10,4394,R$/l,"2,640","0,126","2,349","3,400","0,296","0,048","2,344","0,089","2,119","2,788","0,038"
10/19/14,10/25/14,GASOLINA COMUM,8592,R$/l,"2,960","0,168","2,499","4,159","0,405","0,057","2,555","0,116","2,240","3,298","0,045"
10/19/14,10/25/14,GLP,7916,R$/13Kg,"44,408","5,111","29,000","69,000","13,179","0,115","31,229","5,952","14,660","55,000","0,191"
10/19/14,10/25/14,GNV,532,R$/m3,"1,905","0,177","1,379","2,799","0,464","0,093","1,441","0,164","1,118","2,048","0,114"
10/26/14,11/1/14,ETANOL HIDRATADO,7783,R$/l,"1,997","0,309","1,470","3,170","0,339","0,155","1,658","0,284","1,307","2,673","0,171"
10/26/14,11/1/14,ÓLEO DIESEL,5688,R$/l,"2,500","0,130","2,190","3,310","0,293","0,052","2,207","0,100","1,982","2,742","0,045"
10/26/14,11/1/14,ÓLEO DIESEL S10,4452,R$/l,"2,640","0,126","2,349","3,400","0,293","0,048","2,347","0,093","2,032","2,788","0,040"
10/26/14,11/1/14,GASOLINA COMUM,8592,R$/l,"2,961","0,166","2,499","4,159","0,404","0,056","2,557","0,115","2,220","3,298","0,045"
10/26/14,11/1/14,GLP,7915,R$/13Kg,"44,469","5,068","29,000","69,000","13,239","0,114","31,230","5,942","14,660","55,000","0,190"
10/26/14,11/1/14,GNV,520,R$/m3,"1,904","0,174","1,399","2,799","0,455","0,091","1,449","0,175","1,118","2,048","0,121"
11/2/14,11/8/14,ETANOL HIDRATADO,7765,R$/l,"2,003","0,306","1,470","3,170","0,348","0,153","1,655","0,282","1,315","2,673","0,170"
11/2/14,11/8/14,ÓLEO DIESEL,5739,R$/l,"2,503","0,130","2,199","3,310","0,293","0,052","2,210","0,098","1,982","2,775","0,044"
11/2/14,11/8/14,ÓLEO DIESEL S10,4437,R$/l,"2,642","0,126","2,349","3,400","0,292","0,048","2,350","0,092","2,101","2,891","0,039"
11/2/14,11/8/14,GASOLINA COMUM,8585,R$/l,"2,966","0,164","2,450","4,369","0,410","0,055","2,556","0,112","2,245","3,127","0,044"
11/2/14,11/8/14,GLP,7906,R$/13Kg,"44,542","5,111","30,000","67,000","13,226","0,115","31,316","6,007","14,663","55,000","0,192"
11/2/14,11/8/14,GNV,521,R$/m3,"1,902","0,184","1,379","2,799","0,425","0,097","1,477","0,177","1,118","1,927","0,120"
11/9/14,11/15/14,ETANOL HIDRATADO,7748,R$/l,"2,009","0,305","1,470","3,430","0,358","0,152","1,651","0,280","1,315","2,673","0,170"
11/9/14,11/15/14,ÓLEO DIESEL,5774,R$/l,"2,561","0,140","2,199","3,430","0,326","0,055","2,235","0,106","1,994","2,775","0,047"
11/9/14,11/15/14,ÓLEO DIESEL S10,4468,R$/l,"2,714","0,138","2,349","3,540","0,335","0,051","2,379","0,100","2,101","2,891","0,042"
11/9/14,11/15/14,GASOLINA COMUM,8583,R$/l,"3,012","0,168","2,450","4,369","0,439","0,056","2,573","0,118","2,240","3,127","0,046"
11/9/14,11/15/14,GLP,7902,R$/13Kg,"44,531","5,114","30,000","67,000","13,211","0,115","31,320","5,993","14,663","55,000","0,191"
11/9/14,11/15/14,GNV,512,R$/m3,"1,894","0,186","1,379","2,889","0,463","0,098","1,431","0,173","1,118","1,914","0,121"
11/16/14,11/22/14,ETANOL HIDRATADO,7769,R$/l,"2,024","0,301","1,595","3,320","0,346","0,149","1,678","0,265","1,320","2,673","0,158"
11/16/14,11/22/14,ÓLEO DIESEL,5741,R$/l,"2,593","0,139","2,239","3,440","0,311","0,054","2,282","0,109","2,000","2,976","0,048"
11/16/14,11/22/14,ÓLEO DIESEL S10,4502,R$/l,"2,742","0,137","2,367","3,560","0,315","0,050","2,427","0,106","2,120","2,894","0,044"
11/16/14,11/22/14,GASOLINA COMUM,8577,R$/l,"3,028","0,170","2,559","4,299","0,434","0,056","2,594","0,117","2,240","3,171","0,045"
11/16/14,11/22/14,GLP,7891,R$/13Kg,"44,652","5,088","30,000","69,000","13,330","0,114","31,322","5,959","14,660","55,000","0,190"
11/16/14,11/22/14,GNV,538,R$/m3,"1,911","0,182","1,400","2,889","0,479","0,095","1,432","0,161","1,113","2,048","0,112"
11/23/14,11/29/14,ETANOL HIDRATADO,7750,R$/l,"2,028","0,298","1,599","3,320","0,338","0,147","1,690","0,262","1,324","2,673","0,155"
11/23/14,11/29/14,ÓLEO DIESEL,5706,R$/l,"2,600","0,137","2,259","3,440","0,314","0,053","2,286","0,106","2,000","2,976","0,046"
11/23/14,11/29/14,ÓLEO DIESEL S10,4564,R$/l,"2,751","0,135","2,399","3,560","0,318","0,049","2,433","0,103","2,046","2,900","0,042"
11/23/14,11/29/14,GASOLINA COMUM,8571,R$/l,"3,030","0,169","2,549","4,299","0,433","0,056","2,597","0,118","2,250","3,171","0,045"
11/23/14,11/29/14,GLP,7896,R$/13Kg,"44,662","5,080","30,000","69,000","13,157","0,114","31,505","5,915","14,660","55,000","0,188"
11/23/14,11/29/14,GNV,531,R$/m3,"1,913","0,182","1,399","2,889","0,481","0,095","1,432","0,165","1,118","2,048","0,115"
11/30/14,12/6/14,ETANOL HIDRATADO,7756,R$/l,"2,031","0,297","1,599","3,328","0,330","0,146","1,701","0,255","1,350","2,673","0,150"
11/30/14,12/6/14,ÓLEO DIESEL,5719,R$/l,"2,604","0,136","2,259","3,440","0,306","0,052","2,298","0,099","2,020","2,881","0,043"
11/30/14,12/6/14,ÓLEO DIESEL S10,4586,R$/l,"2,754","0,134","2,419","3,560","0,320","0,049","2,434","0,099","2,060","3,086","0,041"
11/30/14,12/6/14,GASOLINA COMUM,8574,R$/l,"3,032","0,170","2,539","4,299","0,430","0,056","2,602","0,119","2,252","3,171","0,046"
11/30/14,12/6/14,GLP,7896,R$/13Kg,"44,641","5,095","29,990","69,000","13,189","0,114","31,452","5,944","14,663","51,500","0,189"
11/30/14,12/6/14,GNV,533,R$/m3,"1,902","0,176","1,399","2,549","0,462","0,093","1,440","0,166","1,113","2,005","0,115"
12/7/14,12/13/14,ETANOL HIDRATADO,7742,R$/l,"2,038","0,294","1,599","3,328","0,324","0,144","1,714","0,251","1,369","2,673","0,146"
12/7/14,12/13/14,ÓLEO DIESEL,5686,R$/l,"2,607","0,135","2,259","3,440","0,307","0,052","2,300","0,101","2,020","2,881","0,044"
12/7/14,12/13/14,ÓLEO DIESEL S10,4620,R$/l,"2,758","0,133","2,419","3,560","0,320","0,048","2,438","0,099","2,060","3,086","0,041"
12/7/14,12/13/14,GASOLINA COMUM,8574,R$/l,"3,032","0,170","2,549","4,299","0,429","0,056","2,603","0,119","2,245","3,171","0,046"
12/7/14,12/13/14,GLP,7911,R$/13Kg,"44,763","5,032","29,990","69,000","13,202","0,112","31,561","5,988","14,663","51,500","0,190"
12/7/14,12/13/14,GNV,544,R$/m3,"1,909","0,182","1,499","2,889","0,465","0,095","1,444","0,168","1,168","2,005","0,116"
12/14/14,12/20/14,ETANOL HIDRATADO,7745,R$/l,"2,041","0,292","1,599","3,320","0,312","0,143","1,729","0,241","1,400","2,786","0,139"
12/14/14,12/20/14,ÓLEO DIESEL,5678,R$/l,"2,607","0,136","2,299","3,460","0,303","0,052","2,304","0,102","2,055","2,913","0,044"
12/14/14,12/20/14,ÓLEO DIESEL S10,4569,R$/l,"2,757","0,133","2,370","3,590","0,312","0,048","2,445","0,103","2,119","3,118","0,042"
12/14/14,12/20/14,GASOLINA COMUM,8572,R$/l,"3,030","0,171","2,499","4,299","0,422","0,056","2,608","0,121","2,250","3,218","0,046"
12/14/14,12/20/14,GLP,7896,R$/13Kg,"44,730","5,057","30,000","69,000","13,401","0,113","31,329","5,954","14,660","51,500","0,190"
12/14/14,12/20/14,GNV,515,R$/m3,"1,911","0,180","1,485","2,889","0,474","0,094","1,437","0,176","1,156","2,005","0,122"
12/21/14,12/27/14,ETANOL HIDRATADO,7759,R$/l,"2,048","0,289","1,599","3,320","0,312","0,141","1,736","0,242","1,390","2,786","0,139"
12/21/14,12/27/14,ÓLEO DIESEL,5671,R$/l,"2,607","0,136","2,290","3,460","0,301","0,052","2,306","0,105","2,016","2,913","0,046"
12/21/14,12/27/14,ÓLEO DIESEL S10,4580,R$/l,"2,757","0,134","2,370","3,590","0,312","0,049","2,445","0,106","2,049","3,118","0,043"
12/21/14,12/27/14,GASOLINA COMUM,8576,R$/l,"3,034","0,172","2,559","4,299","0,424","0,057","2,610","0,122","2,270","3,218","0,047"
12/21/14,12/27/14,GLP,7901,R$/13Kg,"44,696","5,039","30,000","69,000","13,517","0,113","31,179","5,830","14,660","51,500","0,187"
12/21/14,12/27/14,GNV,525,R$/m3,"1,919","0,176","1,379","2,549","0,461","0,092","1,458","0,172","1,156","2,005","0,118"
12/28/14,1/3/15,ETANOL HIDRATADO,7753,R$/l,"2,047","0,288","1,599","3,320","0,301","0,141","1,746","0,238","1,430","2,786","0,136"
12/28/14,1/3/15,ÓLEO DIESEL,5693,R$/l,"2,609","0,135","2,199","3,460","0,302","0,052","2,307","0,105","2,089","2,913","0,046"
12/28/14,1/3/15,ÓLEO DIESEL S10,4569,R$/l,"2,757","0,135","2,419","3,590","0,315","0,049","2,442","0,108","2,134","3,118","0,044"
12/28/14,1/3/15,GASOLINA COMUM,8577,R$/l,"3,029","0,171","2,549","4,299","0,417","0,056","2,612","0,123","2,223","3,218","0,047"
12/28/14,1/3/15,GLP,7905,R$/13Kg,"44,676","5,055","30,000","69,000","13,428","0,113","31,248","5,862","14,660","51,500","0,188"
12/28/14,1/3/15,GNV,528,R$/m3,"1,910","0,189","1,379","2,889","0,445","0,099","1,465","0,166","1,181","2,048","0,113"
1/4/15,1/10/15,ETANOL HIDRATADO,7737,R$/l,"2,045","0,288","1,599","3,320","0,289","0,141","1,756","0,238","1,395","2,786","0,136"
1/4/15,1/10/15,ÓLEO DIESEL,5711,R$/l,"2,609","0,136","2,280","3,460","0,299","0,052","2,310","0,105","2,089","2,913","0,045"
1/4/15,1/10/15,ÓLEO DIESEL S10,4642,R$/l,"2,760","0,134","2,399","3,590","0,311","0,049","2,449","0,106","2,140","3,118","0,043"
1/4/15,1/10/15,GASOLINA COMUM,8569,R$/l,"3,027","0,171","2,569","4,299","0,410","0,056","2,617","0,120","2,210","3,218","0,046"
1/4/15,1/10/15,GLP,7899,R$/13Kg,"44,651","5,054","30,000","69,000","13,178","0,113","31,473","5,865","14,660","51,500","0,186"
1/4/15,1/10/15,GNV,512,R$/m3,"1,918","0,182","1,379","2,889","0,448","0,095","1,470","0,174","1,168","2,048","0,118"
